,ligand,receptor,novel,species
34968,Plau,Itgam,-,Mouse
34969,Plau,Vldlr,-,Mouse
34970,Plau,Itgb1,-,Mouse
34971,F10,Itgam,-,Mouse
34972,Fgf14,Fgfr2,-,Mouse
34973,Fgf14,Fgfr1,-,Mouse
34974,Actr2,Ldlr,-,Mouse
34976,Lamb3,Cd151,-,Mouse
34977,Pdcd1lg2,Pdcd2,-,Mouse
34978,Dscam,Dcc,-,Mouse
34979,Trf,Hfe,-,Mouse
34980,Ptpn6,Cd300lf,-,Mouse
34982,Hspa8,Ldlr,-,Mouse
34983,S100a10,Cftr,-,Mouse
34984,Shank2,Cftr,-,Mouse
34985,Plau,Itga3,-,Mouse
34986,Lgals8,Itga3,-,Mouse
34987,Col18a1,Itga3,-,Mouse
34988,Slpi,Cd4,-,Mouse
34989,Cd70,Tnfrsf17,-,Mouse
34991,Rtn4,Ngfr,-,Mouse
34992,Omg,Ngfr,-,Mouse
34993,Fam3c,Glra2,-,Mouse
34994,Rims1,Slc17a7,-,Mouse
34995,Klk1b8,Epor,-,Mouse
34996,S100a8,Cd69,-,Mouse
34997,Cxcl13,Oprd1,-,Mouse
34998,Cfc1,Acvr2a,-,Mouse
34999,Gpc3,Lrp1,-,Mouse
35000,Hsp90b1,Lrp1,-,Mouse
35001,F12,Cd93,-,Mouse
35002,Gnai2,S1pr4,-,Mouse
35003,Tnfsf4,Traf2,-,Mouse
35004,Tnf,Traf2,-,Mouse
35005,Fadd,Traf2,-,Mouse
35006,Pcsk9,Sort1,-,Mouse
35007,Psap,Sort1,-,Mouse
35008,Ngf,Kidins220,-,Mouse
35009,Hdc,Hrh4,-,Mouse
35010,Lama1,Nt5e,-,Mouse
35011,Lta,Ripk1,-,Mouse
35012,Cd14,Ripk1,-,Mouse
35013,Hsp90b1,Tlr2,-,Mouse
35014,Mdk,Sorl1,-,Mouse
35015,a,Mgrn1,-,Mouse
35016,Egf,Pld2,-,Mouse
35017,Hspa1a,Grin2d,-,Mouse
35018,Arpc5,Lrp2,-,Mouse
35019,Gpc3,Lrp2,-,Mouse
35020,Cubn,Lrp2,-,Mouse
35021,Hspa8,Lrp2,-,Mouse
35022,Actr2,Lrp2,-,Mouse
35023,Serpinc1,Gpc1,-,Mouse
35024,Tgm2,Itga9,-,Mouse
35025,Agt,Enpep,-,Mouse
35026,Ncam1,Cacna1c,-,Mouse
35027,Rims1,Cacna1c,-,Mouse
35028,Scgb1a1,Lmbr1l,-,Mouse
35029,Camp,Igf1r,-,Mouse
35030,Hsp90b1,Asgr1,-,Mouse
35031,Hsp90b1,Erbb2,-,Mouse
35032,Hsp90aa1,Erbb2,-,Mouse
35033,Mmp9,Ifnar1,-,Mouse
35034,Nrtn,Gfra3,-,Mouse
35035,Gdnf,Gfra3,-,Mouse
35036,Camp,Egfr,-,Mouse
35037,Cntf,Egfr,-,Mouse
35039,Spint1,St14,-,Mouse
35040,Cxcl16,Adra2a,-,Mouse
35041,Sorbs1,Itga1,-,Mouse
35042,Fbn1,Itgb6,-,Mouse
35043,Sftpd,Ly96,-,Mouse
35044,Bgn,Ly96,-,Mouse
35045,Gnas,Adcy8,-,Mouse
35046,Gnai2,Adcy8,-,Mouse
35047,Mdk,Gpc2,-,Mouse
35048,Plau,Itga5,-,Mouse
35049,Gnas,Adcy9,-,Mouse
35050,Gnai2,Adcy9,-,Mouse
35051,Plau,Itgb5,-,Mouse
35052,Sorbs1,Itgb5,-,Mouse
35053,Col18a1,Itgb5,-,Mouse
35055,Rims1,Slc18a2,-,Mouse
35056,Hspa8,Adrb2,-,Mouse
35057,Actr2,Adrb2,-,Mouse
35058,Gnai2,S1pr1,-,Mouse
35059,Gnai2,Chrm1,-,Mouse
35063,Wnt5b,Klrg2,-,Mouse
35064,Tnf,Tradd,-,Mouse
35066,Ptpn6,Clec12a,-,Mouse
35068,Mbl2,Calcr,-,Mouse
35069,Gsto1,Ryr1,-,Mouse
35070,Npy,Dpp4,-,Mouse
35071,Vip,Dpp4,-,Mouse
35072,Ada,Dpp4,-,Mouse
35073,Mmp9,Tlr9,-,Mouse
35074,Hras,Tlr9,-,Mouse
35075,Gnas,Adora1,-,Mouse
35077,Cxcl12,Sdc4,-,Mouse
35078,Lama1,Sdc4,-,Mouse
35079,Hspa1a,Tlr4,-,Mouse
35080,Rims1,Slc18a3,-,Mouse
35081,Psap,Ar,-,Mouse
35082,Col8a2,Slc4a11,-,Mouse
35083,Sptbn2,Ptpra,-,Mouse
35084,Ncam1,Ptpra,-,Mouse
35085,Irak4,Tlr7,-,Mouse
35087,Tnf,Trpm2,-,Mouse
35088,Irak4,Tlr6,-,Mouse
35089,Fgf12,Fgfr1,-,Mouse
35090,Vegfc,Ccbe1,-,Mouse
35091,Fgf12,Fgfr2,-,Mouse
35092,B2m,Hfe,-,Mouse
35093,Rgma,Hfe,-,Mouse
35094,Vegfa,Grin2b,-,Mouse
35095,Entpd1,Adora1,-,Mouse
35096,Entpd1,Adora2a,-,Mouse
35097,Entpd1,Adora2b,-,Mouse
35098,Alb,B2m_Fcgrt,-,Mouse
35099,Entpd1,Adora3,-,Mouse
35100,Gdf10,Bmpr2,-,Mouse
35101,Ptpn6,Egfr,-,Mouse
35102,Tpsb2,F2rl1,-,Mouse
35103,Pdap1,Pdgfrb,-,Mouse
35104,Il16,Kcna3,-,Mouse
35105,Il16,Kcnd2,-,Mouse
35107,Il16,Kcnd1,-,Mouse
35108,Il16,Grin2c,-,Mouse
35109,Adcyap1,Dpp4,-,Mouse
35110,Retn,Cap1,-,Mouse
35111,Nampt,Itga5_Itgb1,-,Mouse
35112,Angptl4,Sdc4,-,Mouse
35113,Mdk,Ncl,-,Mouse
35114,Ptn,Sdc4,-,Mouse
35115,Ptn,Ncl,-,Mouse
35116,Klk1b8,Ntrk1,-,Mouse
35117,Slurp1,Chrnb2,-,Mouse
35118,Slurp1,Chrnb4,-,Mouse
35119,Slurp1,Chrna4,-,Mouse
35120,Slurp1,Chrna9,-,Mouse
35121,Slurp1,Chrna10,-,Mouse
35122,Gdf9,Fxyd6,-,Mouse
35123,Gdf9,Orai2,-,Mouse
35124,Lrp1b,Plaur,-,Mouse
35125,Psap,Celsr1,-,Mouse
35126,Ptn,Cdh10,-,Mouse
35127,Spp1,S1pr1,-,Mouse
35128,Il12b,Boc,-,Mouse
35129,Pcsk9,Cd81,-,Mouse
35130,Tac1,Dpp4,-,Mouse
35131,Sema3g,Fcgr3,-,Mouse
35132,Ltf,Treml2,-,Mouse
35133,F8,Lrp2,-,Mouse
35134,Prl,Erbb2,-,Mouse
35135,Ltf,Igdcc4,-,Mouse
35136,Pam,Dpp4,-,Mouse
35137,Fgf1,Itgb3,-,Mouse
35138,Tac1,Fap,-,Mouse
35139,Bdnf,Erbb2,-,Mouse
35140,Lep,Islr2,-,Mouse
35141,Nrg2,Mog,-,Mouse
35142,Cd40lg,Cd53,-,Mouse
35143,S100a4,Erbb3,-,Mouse
35144,Ado,Adora3,-,Mouse
35145,Sema3e,Nrp2,-,Mouse
35146,Fstl5,Ceacam19,-,Mouse
35147,Apoo,Il1rapl2,-,Mouse
35148,Amh,Grem2,-,Mouse
35150,Cntn4,Aplp1,-,Mouse
35151,Npy,Adrb1,-,Mouse
35152,Rspo3,Znrf3,-,Mouse
35154,Ltf,Tnfrsf11b,-,Mouse
35155,Sema3g,Gp6,-,Mouse
35156,Wfikkn2,Igdcc4,-,Mouse
35157,F12,Gp5,-,Mouse
35158,Fgf2,Itgb3,-,Mouse
35159,Cd40lg,Cd9,-,Mouse
35160,Bmp15,Tgfbr1,-,Mouse
35161,Wfikkn2,Prtg,-,Mouse
35162,Adm,Dclk3,-,Mouse
35163,Angptl1,Itga1_Itgb1,-,Mouse
35164,Nr0b2,Fgfrl1,-,Mouse
35165,Grp,Fap,-,Mouse
35166,Vegfa,Cd44,-,Mouse
35167,Slitrk1,Tnfrsf11b,-,Mouse
35168,Timp3,Ddr1,-,Mouse
35169,Sparc,Fgfr1,-,Mouse
35170,Ngf,Erbb2,-,Mouse
35171,Slc6a8,Lifr,-,Mouse
35172,F11,Gp1bb,-,Mouse
35173,Sparc,Eng,-,Mouse
35174,Vwf,Itga4,-,Mouse
35175,Hapln1,Prtg,-,Mouse
35176,F11,Gp9,-,Mouse
35177,Lgals3,Eng,-,Mouse
35178,Nrg2,Nrp2,-,Mouse
35179,Hapln1,Treml2,-,Mouse
35180,Egf,Tnfrsf11b,-,Mouse
35181,Bmp4,Grem2,-,Mouse
35182,Nrg2,Lrrtm2,-,Mouse
35183,Rspo4,Znrf3,-,Mouse
35184,Cxcl10,Tlr4,-,Mouse
35185,Wfikkn2,Igdcc3,-,Mouse
35186,Pcsk9,Lrp8,-,Mouse
35187,F11,Gp5,-,Mouse
35188,Mia,Itgb1,-,Mouse
35189,Impg2,Prlr,-,Mouse
35190,Vwf,Itgb1,-,Mouse
35192,Igfbpl1,Dcc,-,Mouse
35193,Igsf10,Mag,-,Mouse
35194,S100a10,Htr1b,-,Mouse
35195,Adm2,Dclk3,-,Mouse
35196,Fgb,Cdh5,-,Mouse
35197,Pcsk9,Cd36,-,Mouse
35198,Slitrk1,Enpep,-,Mouse
35199,Il5,Csf2ra,-,Mouse
35201,Fstl5,Cntn5,-,Mouse
35202,Kitl,Lrrn3,-,Mouse
35203,Il10,Cd27,-,Mouse
35204,Mia,Itga5,-,Mouse
35205,Vip,Adrb1,-,Mouse
35206,Rarres1,Nrp2,-,Mouse
35207,Bpi,Slamf9,-,Mouse
35208,Igsf1,Acvr1b,-,Mouse
35209,Frs3,Fgfr1,-,Mouse
35210,Socs2,Epor,-,Mouse
35211,Pi16,Mfap3l,-,Mouse
35212,Hapln1,Il1rl1,-,Mouse
35213,Il11,Il6ra,-,Mouse
35214,Vwf,Itga9,-,Mouse
35215,Tgfb1,Lpp,-,Mouse
35216,Adm,Ackr3,-,Mouse
35217,Hapln1,Igdcc4,-,Mouse
35218,Igsf10,Slamf9,-,Mouse
35219,Etv5,Erbb2,-,Mouse
35220,Ccl5,Dpp4,-,Mouse
35221,Gpc3,Flt1,-,Mouse
35222,Hapln1,Tnfrsf11b,-,Mouse
35223,Cntn6,Ptprg,-,Mouse
35224,Mbl2,C1qb,-,Mouse
35225,Ado,Adora2b,-,Mouse
35226,Scel,Eng,-,Mouse
35227,Apob,Trem2,-,Mouse
35228,Clcf1,Sorl1,-,Mouse
35229,Gpc3,Unc5c,-,Mouse
35230,F12,Gp9,-,Mouse
35231,Ghrh,Dpp4,-,Mouse
35232,Fstl5,Gp6,-,Mouse
35233,Ltf,Boc,-,Mouse
35234,Snx14,Htr6,-,Mouse
35235,Slit2,Plxna1,-,Mouse
35236,Ltf,Ager,-,Mouse
35237,Il10,Cd70,-,Mouse
35238,Ado,Adora1,-,Mouse
35239,F12,Gp1bb,-,Mouse
35240,Gdf11,Acvr1c,-,Mouse
35241,Gpc3,Vsig10l,-,Mouse
35242,Ifng,Mpl,-,Mouse
35243,Fstl5,Il6ra,-,Mouse
35244,Mbl2,Lrp1,-,Mouse
35245,Hapln1,Ager,-,Mouse
35246,Il6,Musk,-,Mouse
35247,Ntn1,Dscam,-,Mouse
35248,Agrp,Mc1r,-,Mouse
35249,Il4,Il21r,-,Mouse
35250,Gip,Fap,-,Mouse
35251,Gpc3,Unc5d,-,Mouse
35252,Agrp,Sdc1,-,Mouse
35253,Pi16,Tnfrsf21,-,Mouse
35254,Rspo1,Rnf43,-,Mouse
35255,Rspo4,Rnf43,-,Mouse
35256,Fstl5,Chl1,-,Mouse
35257,Pomc,Mrap,-,Mouse
35258,Gpc3,Tnfrsf11b,-,Mouse
35259,Tnfsf10,Ccr6,-,Mouse
35260,Il23a,Gp6,-,Mouse
35261,Npy,Adrb2,-,Mouse
35262,Il6,Fcgr4,-,Mouse
35263,Lgals3,Mcam,-,Mouse
35264,Ltf,Il1rl1,-,Mouse
35265,Pam,Fap,-,Mouse
35266,Fstl5,Sdk2,-,Mouse
35267,F8,Lrp4,-,Mouse
35268,Rspo3,Rnf43,-,Mouse
35269,Scube2,Kdr,-,Mouse
35270,Mfge8,Itgb5,-,Mouse
35271,Bmp7,Acvr1b,-,Mouse
35272,Il10,Ifnlr1,-,Mouse
35273,Ado,Adora2a,-,Mouse
35274,Lcn2,Fcgr3,-,Mouse
35275,Mia,Itga4,-,Mouse
35276,Cntf,Crlf1,-,Mouse
35277,Nrg3,Egfr,-,Mouse
35278,Csf1,Csf2ra,-,Mouse
35279,Csf3,Csf2ra,-,Mouse
35280,Bmp6,Amhr2,-,Mouse
35281,Gdf11,Actr2,-,Mouse
35282,Gdf1,Actr2,-,Mouse
35283,Inhba,Actr2,-,Mouse
35284,Bmp7,Actr2,-,Mouse
35285,Bmp2,Actr2,-,Mouse
35286,Bmp15,Actr2,-,Mouse
35287,Csf1,Csf3r,-,Mouse
35288,Il1f9,Ifnar1,-,Mouse
35289,Il1f9,Ifnar2,-,Mouse
35290,Adm,Mrgprb1,-,Mouse
35291,Adm,Mrgprx2,-,Mouse
35292,Apob,Eno1,-,Mouse
35293,Apob,Gm5506,-,Mouse
35294,C4a,C3ar1,-,Mouse
35295,C4b,C3ar1,-,Mouse
35296,C4a,C5ar2,-,Mouse
35297,C4b,C5ar2,-,Mouse
35298,C4a,Cd46,-,Mouse
35299,C4b,Cd46,-,Mouse
35300,C4a,Cr2,-,Mouse
35301,C4b,Cr2,-,Mouse
35302,C4a,Nrp1,-,Mouse
35303,C4b,Nrp1,-,Mouse
35304,Ccl27b,Ackr2,-,Mouse
35305,Gm13306,Ackr2,-,Mouse
35306,Gm2506,Ackr2,-,Mouse
35307,LOC100861978,Ackr2,-,Mouse
35308,Ccl27b,Adra2a,-,Mouse
35309,Gm13306,Adra2a,-,Mouse
35310,Gm2506,Adra2a,-,Mouse
35311,LOC100861978,Adra2a,-,Mouse
35312,Ccl27b,Ccr10,-,Mouse
35313,Gm13306,Ccr10,-,Mouse
35314,Gm2506,Ccr10,-,Mouse
35315,LOC100861978,Ccr10,-,Mouse
35316,Ccl27b,Ccr2,-,Mouse
35317,Gm13306,Ccr2,-,Mouse
35318,Gm2506,Ccr2,-,Mouse
35319,LOC100861978,Ccr2,-,Mouse
35320,Ccl27b,Ccr3,-,Mouse
35321,Gm13306,Ccr3,-,Mouse
35322,Gm2506,Ccr3,-,Mouse
35323,LOC100861978,Ccr3,-,Mouse
35324,Ccl27b,Grm7,-,Mouse
35325,Gm13306,Grm7,-,Mouse
35326,Gm2506,Grm7,-,Mouse
35327,LOC100861978,Grm7,-,Mouse
35328,Ccl27b,Mtnr1a,-,Mouse
35329,Gm13306,Mtnr1a,-,Mouse
35330,Gm2506,Mtnr1a,-,Mouse
35331,LOC100861978,Mtnr1a,-,Mouse
35332,Cd200,Cd200r2,-,Mouse
35333,Cd200,Cd200r4,-,Mouse
35334,Cd209e,Ceacam1,-,Mouse
35335,Cd209e,Ceacam2,-,Mouse
35336,Ceacam1,Egfr,-,Mouse
35337,Ceacam2,Egfr,-,Mouse
35338,Ceacam1,Havcr2,-,Mouse
35339,Ceacam2,Havcr2,-,Mouse
35345,Cort,Mrgprb1,-,Mouse
35346,Cort,Mrgprx2,-,Mouse
35349,Gm3934,Egfr,-,Mouse
35350,Gstp1,Egfr,-,Mouse
35351,Gstp2,Egfr,-,Mouse
35352,Gm3934,Traf2,-,Mouse
35353,Gstp1,Traf2,-,Mouse
35354,Gstp2,Traf2,-,Mouse
35355,H2-DMb1,Cd4,-,Mouse
35356,H2-DMb2,Cd4,-,Mouse
35357,C920025E04Rik,Cd8a,-,Mouse
35358,H2-T23,Cd8a,-,Mouse
35359,C920025E04Rik,Cd8b1,-,Mouse
35360,H2-T23,Cd8b1,-,Mouse
35361,Gm11127,Cd8a,-,Mouse
35362,Gm7030,Cd8a,-,Mouse
35363,Gm11127,Cd8b1,-,Mouse
35364,Gm7030,Cd8b1,-,Mouse
35365,Igsf10,Cd200r2,-,Mouse
35366,Igsf10,Cd200r4,-,Mouse
35367,Gm13305,Cd40,-,Mouse
35368,Gm2002,Cd40,-,Mouse
35369,Il11ra1,Cd40,-,Mouse
35370,Il11ra2,Cd40,-,Mouse
35371,LOC100861969,Cd40,-,Mouse
35372,Il22,Il10ra,-,Mouse
35373,Iltifb,Il10ra,-,Mouse
35374,Il22,Il20ra,-,Mouse
35375,Iltifb,Il20ra,-,Mouse
35376,Il22,Il21r,-,Mouse
35377,Iltifb,Il21r,-,Mouse
35378,Il22,Il22ra2,-,Mouse
35379,Iltifb,Il22ra2,-,Mouse
35380,Kng1,Adra2a,-,Mouse
35381,Kng2,Adra2a,-,Mouse
35382,Kng1,Bdkrb1,-,Mouse
35383,Kng2,Bdkrb1,-,Mouse
35384,Kng1,Bdkrb2,-,Mouse
35385,Kng2,Bdkrb2,-,Mouse
35386,Kng1,Cd93,-,Mouse
35387,Kng2,Cd93,-,Mouse
35388,Kng1,Gp1ba,-,Mouse
35389,Kng2,Gp1ba,-,Mouse
35390,Kng1,Gpr135,-,Mouse
35391,Kng2,Gpr135,-,Mouse
35392,Kng1,Grm7,-,Mouse
35393,Kng2,Grm7,-,Mouse
35394,Kng1,Itgam,-,Mouse
35395,Kng2,Itgam,-,Mouse
35396,Kng1,Itgb2,-,Mouse
35397,Kng2,Itgb2,-,Mouse
35398,Kng1,Mtnr1a,-,Mouse
35399,Kng2,Mtnr1a,-,Mouse
35400,Kng1,Plaur,-,Mouse
35401,Kng2,Plaur,-,Mouse
35402,Kng1,Rxfp4,-,Mouse
35403,Kng2,Rxfp4,-,Mouse
35404,Kng1,Sdc2,-,Mouse
35405,Kng2,Sdc2,-,Mouse
35406,Gp49a,Lair1,-,Mouse
35407,Lilrb4,Lair1,-,Mouse
35408,Lyz1,Itgal,-,Mouse
35409,Lyz2,Itgal,-,Mouse
35410,Prn,Rpsa,-,Mouse
35411,Prnd,Rpsa,-,Mouse
35412,Try4,F2r,-,Mouse
35413,Try5,F2r,-,Mouse
35414,Try4,F2rl1,-,Mouse
35415,Try5,F2rl1,-,Mouse
35416,Try4,F2rl2,-,Mouse
35417,Try5,F2rl2,-,Mouse
35418,Try4,F2rl3,-,Mouse
35419,Try5,F2rl3,-,Mouse
35420,Try4,Pard3,-,Mouse
35421,Try5,Pard3,-,Mouse
35422,Ear11,Tlr2,-,Mouse
35423,Ear5,Tlr2,-,Mouse
35424,Saa1,Adra2a,-,Mouse
35425,Saa2,Adra2a,-,Mouse
35426,Saa1,Cd36,-,Mouse
35427,Saa2,Cd36,-,Mouse
35428,Saa1,Fpr1,-,Mouse
35429,Saa2,Fpr1,-,Mouse
35430,Saa1,Fpr2,-,Mouse
35431,Saa2,Fpr2,-,Mouse
35432,Saa1,Grm7,-,Mouse
35433,Saa2,Grm7,-,Mouse
35434,Saa1,Mtnr1a,-,Mouse
35435,Saa2,Mtnr1a,-,Mouse
35436,Saa1,Scarb1,-,Mouse
35437,Saa2,Scarb1,-,Mouse
35438,Saa1,Tlr2,-,Mouse
35439,Saa2,Tlr2,-,Mouse
35440,Sele,Ceacam1,-,Mouse
35441,Sele,Ceacam2,-,Mouse
35442,Serpina1a,Lrp1,-,Mouse
35443,Serpina1b,Lrp1,-,Mouse
35444,Serpina1c,Lrp1,-,Mouse
35445,Serpina1d,Lrp1,-,Mouse
35446,Serpina1e,Lrp1,-,Mouse
31745,Nrxn1,Nlgn1,-,Mouse
31746,Nrxn1,Nlgn2,-,Mouse
31747,Nrxn1,Nlgn3,-,Mouse
31748,Nrxn2,Nlgn1,-,Mouse
31749,Nrxn2,Nlgn2,-,Mouse
31750,Nrxn2,Nlgn3,-,Mouse
31849,Nlgn1,Nrxn1,-,Mouse
31850,Nlgn1,Nrxn2,-,Mouse
31854,Nlgn2,Nrxn1,-,Mouse
31855,Nlgn2,Nrxn2,-,Mouse
31908,Nlgn3,Nrxn1,-,Mouse
31909,Nlgn3,Nrxn2,-,Mouse
32591,Nxph2,Nrxn1,-,Mouse
32592,Nxph3,Nrxn1,-,Mouse
32593,Nxph3,Nrxn2,-,Mouse
33703,Nxph1,Nrxn1,-,Mouse
33704,Nxph1,Nrxn2,-,Mouse
32880,Ifnb1,Ifnar1_Ifnar2,-,Mouse
32989,Ifna11,Ifnar1_Ifnar2,-,Mouse
33913,Ifne,Ifnar1_Ifnar2,-,Mouse
34248,Ifnk,Ifnar1_Ifnar2,-,Mouse
34015,Tslp,Crlf2_Il7r_Tslp,-,Mouse
34016,Tslp,Crlf2_Il7r,-,Mouse
34203,Crlf2,Crlf2_Il7r_Tslp,-,Mouse
34734,Bsg,Slc16a1,-,Mouse
34735,Bsg,Slc16a7,-,Mouse
34200,Il21,Il21r_Il2rg,-,Mouse
35191,Il21,Il4ra,-,Mouse
31852,Sema6d,Plxna1_Trem2_Tyrobp,-,Mouse
31853,Sema6d,Kdr_Plxna1,-,Mouse
34990,Calml3,Kcnq1,-,Mouse
34952,Gad1,Grm4,-,Mouse
33834,Ecm1,Itgb4,-,Mouse
33231,Il7,Il2rg_Il7r,-,Mouse
32625,Cer1,Mrc2,-,Mouse
32624,Il33,Il1rap_Il1rl1,-,Mouse
1147,DEFB4A,CCR6,-,Human
1148,DEFB4A,TLR4,-,Human
1302,DEFB103B,CCR6,-,Human
2416,IFNA13,IFNAR1,-,Human
2602,DEFB103B,CCR2,-,Human
2608,DEFB106A,CCR2,-,Human
2619,CCL3L3,CCR5,-,Human
2663,CGB5,LHCGR,-,Human
2665,CGB3,LHCGR,-,Human
3065,IFNA13,IFNAR2,-,Human
3370,CCL3L3,ACKR2,-,Human
3399,Wnt3,Fzd6,-,Mouse
3400,Wnt3,Egfr,-,Mouse
3401,Wnt3,Fzd2,-,Mouse
3402,Wnt3,Lrp5,-,Mouse
3403,Wnt3,Fzd1,-,Mouse
3404,Wnt3,Fzd3,-,Mouse
3405,Wnt3,Fzd8,-,Mouse
3406,Wnt3,Ror1,-,Mouse
3407,Wnt3,Lrp6,-,Mouse
3409,Wnt3,Fzd5,-,Mouse
3410,Wnt3,Fzd7,-,Mouse
3411,Wnt9a,Egfr,-,Mouse
3412,Wnt9a,Fzd9,-,Mouse
3413,Wnt9a,Fzd4,-,Mouse
3414,Wnt9a,Fzd7,-,Mouse
3419,Fgf23,Kl,-,Mouse
3424,Ccl2,Ccr4,-,Mouse
3426,Ccl2,Ackr1,-,Mouse
3430,Cdh1,Itgb7,-,Mouse
3432,Cdh1,Fgfr1,-,Mouse
3433,Cdh1,Ptprj,-,Mouse
3434,Cdh1,Itgae,-,Mouse
3445,Pdgfb,Pdgfra,-,Mouse
3446,Pdgfb,Pdgfrb,-,Mouse
3448,Il4,Il4ra,-,Mouse
3449,Il4,Il2ra,-,Mouse
3450,Il4,Tlr2,-,Mouse
3451,Il4,Il2rg,-,Mouse
3452,Il4,Il13ra1,-,Mouse
3453,Il4,Il13ra2,-,Mouse
3454,Ccl3,Ccr1,-,Mouse
3455,Ccl3,Ccr5,-,Mouse
3456,Ccl3,Ackr2,-,Mouse
3457,Ccl3,Ccr3,-,Mouse
3462,Icam2,Itgal,-,Mouse
3463,Icam2,Itgam,-,Mouse
3468,Efnb2,Epha7,-,Mouse
3475,Col1a1,Itgb1,-,Mouse
3487,Angptl4,Gpihbp1,-,Mouse
3488,Bmp8b,Acvr2b,-,Mouse
3489,Bmp8b,Bmpr1b,-,Mouse
3490,Bmp8b,Acvr2a,-,Mouse
3491,Bmp8b,Tgfbr2,-,Mouse
3492,Bmp8b,Bmpr2,-,Mouse
3493,Bmp8b,Bmpr1a,-,Mouse
3494,Tgfb1,Tgfbr1,-,Mouse
3499,Tgfb1,Tgfbr2,-,Mouse
3502,Shh,Pvr,-,Mouse
3503,Shh,Ptch1,-,Mouse
3507,Shh,Gpc6,-,Mouse
3508,Shh,Cav1,-,Mouse
3510,Shh,Ptch2,-,Mouse
3511,Pspn,Gfra4,-,Mouse
3512,Pspn,Ret,-,Mouse
3513,Lamb1,Itga6,-,Mouse
3514,Lamb1,Itgb1,-,Mouse
3524,Ebi3,Il6st,-,Mouse
3525,Ebi3,Il27ra,-,Mouse
3526,Comp,Itgav,-,Mouse
3527,Comp,Notch1,-,Mouse
3528,Comp,Notch3,-,Mouse
3530,Comp,Itga7,-,Mouse
3532,Tgfb3,Acvr1,-,Mouse
3533,Tgfb3,Tgfbr1,-,Mouse
3536,Tgfb3,Tgfbr2,-,Mouse
3537,Gdf15,Egfr,-,Mouse
3538,Gdf15,Tgfbr1,-,Mouse
3555,Pgf,Flt1,-,Mouse
3558,Pgf,Egfr,-,Mouse
3563,Zp3,Zp3r,-,Mouse
3566,App,Trpc6,-,Mouse
3568,App,Lrp8,-,Mouse
3569,App,Sorcs1,-,Mouse
3570,App,Lrp4,-,Mouse
3571,App,Casr,-,Mouse
3572,App,Lrp2,-,Mouse
3576,App,Gpr3,-,Mouse
3578,App,Cd47,-,Mouse
3584,App,Notch1,-,Mouse
3586,App,Cav1,-,Mouse
3587,App,Sorl1,-,Mouse
3588,App,Drd3,-,Mouse
3593,Tnfsf14,Fas,-,Mouse
3599,Wnt10a,Fzd10,-,Mouse
3600,Bmp7,Acvr1,-,Mouse
3601,Bmp7,Acvr2b,-,Mouse
3602,Bmp7,Bmpr1b,-,Mouse
3603,Bmp7,Acvr2a,-,Mouse
3604,Bmp7,Bmpr2,-,Mouse
3605,Bmp7,Bmpr1a,-,Mouse
3606,Ccl8,Ccr1,-,Mouse
3607,Ccl8,Ccr8,-,Mouse
3608,Ccl8,Ccr2,-,Mouse
3609,Ccl8,Ccr5,-,Mouse
3610,Ccl8,Ccr3,-,Mouse
3613,Timp1,Itgb1,-,Mouse
3614,Timp1,Lrp1,-,Mouse
3615,Wnt3a,Fzd2,-,Mouse
3616,Wnt3a,Fzd3,-,Mouse
3617,Wnt3a,Fzd8,-,Mouse
3618,Wnt3a,Ptk7,-,Mouse
3619,Wnt3a,Fzd6,-,Mouse
3620,Wnt3a,Lrp5,-,Mouse
3622,Wnt3a,Fzd1,-,Mouse
3623,Wnt3a,Lrp6,-,Mouse
3624,Wnt3a,Fzd5,-,Mouse
3625,Wnt3a,Fzd4,-,Mouse
3626,Wnt3a,Fzd7,-,Mouse
3627,Psen2,Notch2,-,Mouse
3628,Wnt2,Fzd2,-,Mouse
3629,Wnt2,Fzd9,-,Mouse
3630,Wnt2,Fzd3,-,Mouse
3631,Wnt2,Fzd8,-,Mouse
3632,Wnt2,Lrp5,-,Mouse
3633,Wnt2,Fzd1,-,Mouse
3634,Wnt2,Fzd5,-,Mouse
3635,Wnt2,Fzd4,-,Mouse
3636,Wnt2,Fzd7,-,Mouse
3637,Bmp5,Bmpr1b,-,Mouse
3638,Bmp5,Bmpr2,-,Mouse
3639,Bmp5,Bmpr1a,-,Mouse
3640,Wnt8a,Fzd1,-,Mouse
3641,Wnt8a,Ptk7,-,Mouse
3642,Wnt8a,Lrp6,-,Mouse
3643,Wnt8a,Fzd5,-,Mouse
3644,Wnt8a,Fzd4,-,Mouse
3645,Wnt8a,Fzd7,-,Mouse
3646,Plg,Lrp2,-,Mouse
3649,Csf1,Csf1r,-,Mouse
3650,Csf1,Flt4,-,Mouse
3658,Lama5,Itgb4,-,Mouse
3672,Vtn,Itgb5,-,Mouse
3673,Vtn,Itgav,-,Mouse
3674,Vtn,Itga8,-,Mouse
3676,Ada,Adora2b,-,Mouse
3678,Ada,Adora1,-,Mouse
3682,Mmp9,Tlr4,-,Mouse
3687,Gdf9,Bmpr2,-,Mouse
3688,Gdf9,Acvr1c,-,Mouse
3690,Wnt9b,Lrp5,-,Mouse
3691,Wnt9b,Lrp6,-,Mouse
3692,Wnt9b,Fzd5,-,Mouse
3694,Il3,Il2ra,-,Mouse
3695,Il3,Il4ra,-,Mouse
